AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003861) Leeds Beckett University,BSc (Hons) Nutrition,BSCNU_A345
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003957) Liverpool John Moores University,BSc (Hons) Sport Nutrition,3580009196
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10003957) Liverpool John Moores University,BSc (Hons) Sport Nutrition,4580009147
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10004180) The Manchester Metropolitan University,BSc (Hons) Sport and Exercise Nutrition,K0748
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10004930) Oxford Brookes University,BSc (Hons) Nutrition,BSCH-NN
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10004930) Oxford Brookes University,BSc (Hons) Nutrition,BSCH-NN
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10005790) Sheffield Hallam University,BSc (Hons) Human Nutrition and Health,13838
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007146) The University of Greenwich,BSc (Hons) Human Nutrition and Health,K0265
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007146) The University of Greenwich,BSc (Hons) Human Nutrition and Health,K0265
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007146) The University of Greenwich,BSc (Hons) Human Nutrition and Health (Extended),K0544
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007154) University of Nottingham,BSc (Hons) Nutrition,B400
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007160) The University of Surrey,BSc (Hons) Nutrition,UCA10F0001U
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007160) The University of Surrey,BSc (Hons) Nutrition,UCA10S0001U
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007165) The University of Westminster,BSc (Hons) Human Nutrition,U09FUHNT
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007165) The University of Westminster,BSc (Hons) Human Nutrition with Foundation,U09FFHNT
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007776) Roehampton University,BSc (Hons) Nutrition and Health,B400
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007784) University College London,BSc (Hons) Nutrition and Medical Sciences,UBSNMSSING18
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007795) The University of Leeds,BSc (Hons) Nutrition,B400
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007795) The University of Leeds,MSci (Hons) Nutrition,B401
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007799) Newcastle University,BSc (Hons) Human Nutrition,objid52236073
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007799) Newcastle University,BSc (Hons) Human Nutrition with Placement,objid50010833
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007801) University of Plymouth,"BSc (Hons) Nutrition, Exercise and Health",4455
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007802) The University of Reading,BSc (Hons) Nutrition and Food Science,UFNUTFDSC
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007802) The University of Reading,BSc (Hons) Nutrition and Food Science with Professional Training,UFNUTFSWY
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007807) Ulster University,BSc (Hons) Human Nutrition,3891
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007823) Edge Hill University,BSc (Hons) Nutrition & Health,BAH000046
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,(10007823) Edge Hill University,BSc (Hons) Nutrition & Health,BAH000046
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,"(10007843) St Mary's University, Twickenham",BSc (Hons) Nutrition,UGS01NUTXSNGL
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,"(10007843) St Mary's University, Twickenham",BSc (Hons) Nutrition (with Placement Year),UGS02NUTXSNGL
Association for Nutrition (AfN),Accredited by the Association for Nutrition (AfN) for the purpose of eligibility for Direct Entry Registration at Associate Level with the UK Voluntary Register of Nutritionists (UKVRN).,"(10007843) St Mary's University, Twickenham",BSc (Hons) Nutrition with Foundation Year,FYS01NUTXSNGL
